Position,Win Probability,Average Score
|   | 2 |   |   | 5 | 6 |   | 8 | 9 |,0.0222368,18.7966
|   | 2 |   |   | 5 | 6 | 7 |   | 9 |,0.0261869,18.4445
|   | 2 |   |   | 5 | 6 | 7 | 8 | 9 |,0.0193679,21.8332
| 1 | 2 | 3 |   |   |   |   |   |   |,0.165638,4.00566
|   | 2 | 3 |   |   |   |   |   |   |,0.114198,4.21451
| 1 | 2 | 3 |   |   |   |   |   | 9 |,0.0706447,9.21365
| 1 | 2 | 3 |   |   |   |   | 8 |   |,0.0965364,6.85764
|   | 2 | 3 |   |   |   |   | 8 |   |,0.0444959,9.24906
| 1 | 2 | 3 |   |   |   |   | 8 | 9 |,0.0459557,13.3805
|   | 2 | 3 |   |   |   |   |   | 9 |,0.0334362,10.9304
| 1 | 2 | 3 |   |   |   | 7 |   |   |,0.127058,4.49005
|   | 2 | 3 |   |   |   | 7 |   |   |,0.0833333,7.41667
| 1 | 2 | 3 |   |   |   | 7 |   | 9 |,0.0674083,10.1147
| 1 | 2 | 3 |   |   |   | 7 | 8 |   |,0.0880773,8.57135
|   | 2 | 3 |   |   |   | 7 | 8 |   |,0.0558985,11.6306
| 1 | 2 | 3 |   |   |   | 7 | 8 | 9 |,0.0475001,14.3979
|   | 2 | 3 |   |   |   |   | 8 | 9 |,0.025563,15.5833
| 1 | 2 | 3 |   |   | 6 |   |   |   |,0.147205,3.70958
|   | 2 | 3 |   |   | 6 |   |   |   |,0.109311,6.26535
| 1 | 2 | 3 |   |   | 6 |   |   | 9 |,0.0753625,9.08209
| 1 | 2 | 3 |   |   | 6 |   | 8 |   |,0.0994203,7.47803
|   | 2 | 3 |   |   | 6 |   | 8 |   |,0.0584562,11.5737
| 1 | 2 | 3 |   |   | 6 |   | 8 | 9 |,0.0536562,12.9774
|   | 2 | 3 |   |   | 6 |   |   | 9 |,0.0403092,13.4406
| 1 | 2 | 3 |   |   | 6 | 7 |   |   |,0.124035,6.21187
|   | 2 | 3 |   |   | 6 | 7 |   |   |,0.0948645,8.42713
| 1 | 2 | 3 |   |   | 6 | 7 |   | 9 |,0.0687824,11.2202
| 1 | 2 | 3 |   |   | 6 | 7 | 8 |   |,0.0858942,9.82484
|   | 2 | 3 |   |   | 6 | 7 | 8 |   |,0.0529573,13.2084
| 1 | 2 | 3 |   |   | 6 | 7 | 8 | 9 |,0.0507009,14.8697
|   | 2 | 3 |   |   |   | 7 |   | 9 |,0.0359225,14.3401
|   | 2 | 3 |   |   |   | 7 | 8 | 9 |,0.0263965,18.3953
| 1 | 2 | 3 |   | 5 |   |   |   |   |,0.160151,3.37551
|   | 2 | 3 |   | 5 |   |   |   |   |,0.122942,5.83608
| 1 | 2 | 3 |   | 5 |   |   |   | 9 |,0.0800659,8.45849
| 1 | 2 | 3 |   | 5 |   |   | 8 |   |,0.108802,6.85397
|   | 2 | 3 |   | 5 |   |   | 8 |   |,0.060821,11.5851
| 1 | 2 | 3 |   | 5 |   |   | 8 | 9 |,0.0561912,12.3852
|   | 2 | 3 |   | 5 |   |   |   | 9 |,0.0590992,11.2974
| 1 | 2 | 3 |   | 5 |   | 7 |   |   |,0.13323,5.57089
|   | 2 | 3 |   | 5 |   | 7 |   |   |,0.0860768,9.52778
| 1 | 2 | 3 |   | 5 |   | 7 |   | 9 |,0.0734219,10.5316
| 1 | 2 | 3 |   | 5 |   | 7 | 8 |   |,0.0919504,8.86145
|   | 2 | 3 |   | 5 |   | 7 | 8 |   |,0.0459581,14.4407
| 1 | 2 | 3 |   | 5 |   | 7 | 8 | 9 |,0.0534203,13.9056
|   | 2 | 3 |   | 5 |   |   | 8 | 9 |,0.0313294,16.8407
| 1 | 2 | 3 |   | 5 | 6 |   |   |   |,0.147686,4.90025
|   | 2 | 3 |   | 5 | 6 |   |   |   |,0.115112,7.21916
| 1 | 2 | 3 |   | 5 | 6 |   |   | 9 |,0.0837363,9.36123
| 1 | 2 | 3 |   | 5 | 6 |   | 8 |   |,0.100234,8.19849
|   | 2 | 3 |   | 5 | 6 |   | 8 |   |,0.0614097,12.1593
| 1 | 2 | 3 |   | 5 | 6 |   | 8 | 9 |,0.058435,12.9255
|   | 2 | 3 |   | 5 | 6 |   |   | 9 |,0.0471473,13.3334
| 1 | 2 | 3 |   | 5 | 6 | 7 |   |   |,0.119718,6.68389
|   | 2 | 3 |   | 5 | 6 | 7 |   |   |,0.0799659,9.94383
| 1 | 2 | 3 |   | 5 | 6 | 7 |   | 9 |,0.0727591,11.1371
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 |   |,0.0878205,9.65017
|   | 2 | 3 |   | 5 | 6 | 7 | 8 |   |,0.0502744,14.4089
| 1 | 2 | 3 |   | 5 | 6 | 7 | 8 | 9 |,0.0568121,13.9433
|   | 2 | 3 |   |   | 6 |   | 8 | 9 |,0.0250478,18.3329
|   | 2 | 3 |   |   | 6 | 7 |   | 9 |,0.0410284,14.867
|   | 2 | 3 |   |   | 6 | 7 | 8 | 9 |,0.0266291,19.3365
| 1 | 2 | 3 | 4 |   |   |   |   |   |,0.171746,3.28181
|   | 2 | 3 | 4 |   |   |   |   |   |,0.155093,4.63812
| 1 | 2 | 3 | 4 |   |   |   |   | 9 |,0.0875557,8.00684
| 1 | 2 | 3 | 4 |   |   |   | 8 |   |,0.121163,6.15835
|   | 2 | 3 | 4 |   |   |   | 8 |   |,0.102023,7.54936
| 1 | 2 | 3 | 4 |   |   |   | 8 | 9 |,0.065095,11.5191
|   | 2 | 3 | 4 |   |   |   |   | 9 |,0.0552555,11.1284
| 1 | 2 | 3 | 4 |   |   | 7 |   |   |,0.146669,4.94092
|   | 2 | 3 | 4 |   |   | 7 |   |   |,0.101723,7.72925
| 1 | 2 | 3 | 4 |   |   | 7 |   | 9 |,0.0781385,9.77466
| 1 | 2 | 3 | 4 |   |   | 7 | 8 |   |,0.101481,8.02608
|   | 2 | 3 | 4 |   |   | 7 | 8 |   |,0.0681275,10.5208
| 1 | 2 | 3 | 4 |   |   | 7 | 8 | 9 |,0.0597901,13.0154
|   | 2 | 3 | 4 |   |   |   | 8 | 9 |,0.043117,13.5893
| 1 | 2 | 3 | 4 |   | 6 |   |   |   |,0.156657,4.3412
|   | 2 | 3 | 4 |   | 6 |   |   |   |,0.129415,5.6044
| 1 | 2 | 3 | 4 |   | 6 |   |   | 9 |,0.0881725,8.82494
| 1 | 2 | 3 | 4 |   | 6 |   | 8 |   |,0.114627,6.75684
|   | 2 | 3 | 4 |   | 6 |   | 8 |   |,0.0726428,9.92292
| 1 | 2 | 3 | 4 |   | 6 |   | 8 | 9 |,0.0658071,11.6904
|   | 2 | 3 | 4 |   | 6 |   |   | 9 |,0.0547578,11.6097
| 1 | 2 | 3 | 4 |   | 6 | 7 |   |   |,0.131089,5.60333
|   | 2 | 3 | 4 |   | 6 | 7 |   |   |,0.0868484,8.51355
| 1 | 2 | 3 | 4 |   | 6 | 7 |   | 9 |,0.0788398,10.0479
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 |   |,0.098473,8.39015
|   | 2 | 3 | 4 |   | 6 | 7 | 8 |   |,0.061953,11.7045
| 1 | 2 | 3 | 4 |   | 6 | 7 | 8 | 9 |,0.0632621,12.7059
|   | 2 | 3 | 4 |   |   | 7 |   | 9 |,0.0411618,14.3517
|   | 2 | 3 | 4 |   |   | 7 | 8 | 9 |,0.034256,16.2003
| 1 | 2 | 3 | 4 | 5 |   |   |   |   |,0.160415,3.98423
|   | 2 | 3 | 4 | 5 |   |   |   |   |,0.130873,4.89969
| 1 | 2 | 3 | 4 | 5 |   |   |   | 9 |,0.096095,8.04074
| 1 | 2 | 3 | 4 | 5 |   |   | 8 |   |,0.121082,6.25725
|   | 2 | 3 | 4 | 5 |   |   | 8 |   |,0.0795134,8.9905
| 1 | 2 | 3 | 4 | 5 |   |   | 8 | 9 |,0.0707652,11.0207
|   | 2 | 3 | 4 | 5 |   |   |   | 9 |,0.0581466,10.9009
| 1 | 2 | 3 | 4 | 5 |   | 7 |   |   |,0.136986,5.1195
|   | 2 | 3 | 4 | 5 |   | 7 |   |   |,0.0993084,7.57236
| 1 | 2 | 3 | 4 | 5 |   | 7 |   | 9 |,0.0828938,9.58119
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 |   |,0.105443,7.6176
|   | 2 | 3 | 4 | 5 |   | 7 | 8 |   |,0.0655482,11.3318
| 1 | 2 | 3 | 4 | 5 |   | 7 | 8 | 9 |,0.0668597,11.94
|   | 2 | 3 | 4 | 5 |   |   | 8 | 9 |,0.0400396,14.603
| 1 | 2 | 3 | 4 | 5 | 6 |   |   |   |,0.146797,4.44772
|   | 2 | 3 | 4 | 5 | 6 |   |   |   |,0.115167,6.36961
| 1 | 2 | 3 | 4 | 5 | 6 |   |   | 9 |,0.0914216,8.683
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 |   |,0.11463,6.83686
|   | 2 | 3 | 4 | 5 | 6 |   | 8 |   |,0.0801945,9.5568
| 1 | 2 | 3 | 4 | 5 | 6 |   | 8 | 9 |,0.0723821,11.0559
|   | 2 | 3 | 4 | 5 | 6 |   |   | 9 |,0.0572311,11.9339
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   |   |,0.131583,5.71321
|   | 2 | 3 | 4 | 5 | 6 | 7 |   |   |,0.0969515,8.22382
| 1 | 2 | 3 | 4 | 5 | 6 | 7 |   | 9 |,0.0864483,9.49374
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 |   |,0.106031,7.81025
|   | 2 | 3 | 4 | 5 | 6 | 7 | 8 |   |,0.0683112,11.2154
| 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 |,0.0731831,11.3697
