Position,Win Probability,Average Score,Was Reached?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1 3 6 10 11 13,0.0209934,25.8337,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,3 6,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 10 11 12,0.0274423,23.675,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,3 6,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 10 11 12,0.0129307,27.672,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 10 11 12 13,0.0138914,33.042,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,3 6,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 11 13,0.012151,25.7583,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,N/A,11,N/A,13,3 11,N/A,3 13,6 11,N/A
3 6 11 12 13,0.00683386,33.1633,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,N/A,11,12,13,3 11,3 12,3 13,6 11,6 12
1 3 6 9,0.0612727,10.8923,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,N/A,3 9,1 3 9,N/A,6 9,1 6 9,N/A,3 6 9
3 6 9,0.0293198,14.1895,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,N/A,3 9,N/A,N/A,6 9,N/A,N/A,3 6 9
1 3 6 9 13,0.0277244,19.9886,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,N/A,3 9,13,1 13,6 9,3 13,1 3 13,3 6 9
1 3 6 9 12,0.0309195,20.2146,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,N/A,12,1 12,N/A,3 12,1 3 12,N/A,6 12
3 6 9 12,0.0113984,25.3036,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,N/A,12,N/A,N/A,3 12,N/A,N/A,6 12
1 3 6 9 12 13,0.0152556,28.9765,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,N/A,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 9 13,0.0115811,24.4547,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,N/A,3 9,13,N/A,6 9,3 13,N/A,3 6 9
1 3 6 9 11,0.0454601,15.6087,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,11,1 11,1 3 9,3 11,1 3 11,1 6 9,6 11,1 6 11
3 6 9 11,0.0223572,21.1277,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,11,3 9,N/A,3 11,6 9,N/A,6 11,3 6 9
1 3 6 9 11 13,0.0206429,24.7451,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 9 11 12,0.0261127,23.3125,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 9 11 12,0.00907663,31.5511,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,11,12,N/A,3 11,3 12,N/A,6 11,6 12
1 3 6 9 11 12 13,0.0131497,32.3951,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,1 9,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 9 12 13,0.00522497,35.1603,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,N/A,12,13,N/A,3 12,3 13,N/A,6 12
1 3 6 9 10,0.053345,14.4492,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,1 10,3 9,3 10,1 3 10,6 9,6 10,1 6 10,3 6 9
3 6 9 10,0.0290819,19.5912,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,N/A,3 9,3 10,N/A,6 9,6 10,N/A,3 6 9
1 3 6 9 10 13,0.0231334,23.9695,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,1 10,3 9,13,1 13,6 9,3 13,1 3 13,3 6 9
1 3 6 9 10 12,0.0262287,23.0978,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,1 10,12,1 12,1 3 10,3 12,1 3 12,1 6 10,6 12
3 6 9 10 12,0.0112001,29.8707,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,N/A,12,3 10,N/A,3 12,6 10,N/A,6 12
1 3 6 9 10 12 13,0.0136694,32.1488,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,1 10,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 9 10 13,0.00882567,31.1314,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,N/A,3 9,13,N/A,6 9,3 13,N/A,3 6 9
1 3 6 9 10 11,0.0360701,20.5109,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,11,1 11,3 10,3 11,1 3 11,6 10,6 11,1 6 11
3 6 9 10 11,0.0195094,24.6281,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,11,3 9,3 10,3 11,6 9,6 10,6 11,3 6 9
1 3 6 9 10 11 13,0.0165528,30.0743,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 9 10 11 12,0.0212584,28.0542,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 9 10 11 12,0.00937549,33.6439,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 9 10 11 12 13,0.0116544,37.0629,Yes,N/A,N/A,3,1 3,N/A,6,1 6,N/A,9,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 10 12 13,0.00664794,34.0078,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,10,N/A,12,13,N/A,3 12,3 13,N/A,6 12
3 6 10 11 13,0.00810163,32.2584,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,10,11,N/A,13,3 11,N/A,3 13,6 11,N/A
3 6 10 11 12 13,0.00553343,38.0639,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,3 6,10,11,12,13,3 11,3 12,3 13,6 11,6 12
1 3 6 8,0.0797254,8.23382,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,3 8,1 3 8,N/A,6 8,1 6 8,N/A,3 6 8,1 3 6 8
3 6 8,0.0487361,11.9398,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,3 8,N/A,N/A,6 8,N/A,N/A,3 6 8,N/A
1 3 6 8 13,0.0352007,16.3041,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,3 8,1 3 8,13,1 13,1 6 8,3 13,1 3 13,1 3 6 8
1 3 6 8 12,0.0473847,14.515,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,3 8,12,1 12,6 8,3 12,1 3 12,3 6 8,6 12
3 6 8 12,0.0241795,20.1435,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,3 8,12,N/A,6 8,3 12,N/A,3 6 8,6 12
1 3 6 8 12 13,0.0209953,23.6873,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,3 8,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 13,0.0174848,21.8915,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,3 8,N/A,13,6 8,N/A,3 13,3 6 8,N/A
1 3 6 8 11,0.0478451,15.6,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,11,1 11,N/A,3 11,1 3 11,N/A,6 11,1 6 11
3 6 8 11,0.0210405,21.6043,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,11,N/A,N/A,3 11,N/A,N/A,6 11,N/A
1 3 6 8 11 13,0.0226482,22.6683,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 8 11 12,0.029545,21.0731,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 8 11 12,0.0118067,29.0751,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,11,12,N/A,3 11,3 12,N/A,6 11,6 12
1 3 6 8 11 12 13,0.0146635,29.4987,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,1 3 6,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 12 13,0.0101204,29.0038,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,3 8,12,13,6 8,3 12,3 13,3 6 8,6 12
1 3 6 8 10,0.0647966,12.2926,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,1 10,1 3 8,3 10,1 3 10,1 6 8,6 10,1 6 10,8 10
3 6 8 10,0.0407813,16.9013,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,10,3 8,N/A,3 10,6 8,N/A,6 10,3 6 8,8 10
1 3 6 8 10 13,0.0265261,21.5332,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,1 10,1 3 8,13,1 13,1 6 8,3 13,1 3 13,8 10
1 3 6 8 10 12,0.035938,18.8904,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,1 10,12,1 12,1 3 10,3 12,1 3 12,1 6 10,6 12
3 6 8 10 12,0.0203994,23.4131,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,10,3 8,12,3 10,6 8,3 12,6 10,3 6 8,6 12
1 3 6 8 10 12 13,0.0180343,27.1349,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,1 10,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 10 13,0.0123538,27.9731,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,10,3 8,N/A,13,6 8,N/A,3 13,3 6 8,8 10
1 3 6 8 10 11,0.0427814,17.7362,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,11,1 11,3 10,3 11,1 3 11,6 10,6 11,1 6 11
3 6 8 10 11,0.0179283,25.4842,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,10,11,N/A,3 10,3 11,N/A,6 10,6 11,8 10
1 3 6 8 10 11 13,0.0189057,26.8271,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 8 10 11 12,0.0256421,23.9953,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 8 10 11 12,0.0112541,30.6968,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 8 10 11 12 13,0.0138105,32.0671,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,1 8,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 11 13,0.00894671,30.9923,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,11,N/A,13,3 11,N/A,3 13,6 11,N/A
3 6 8 11 12 13,0.00603609,37.0284,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,3 6,N/A,11,12,13,3 11,3 12,3 13,6 11,6 12
1 3 6 8 9,0.07597,11.1955,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,3 8,3 9,1 3 9,6 8,6 9,1 6 9,8 9,1 8 9
3 6 8 9,0.0432401,17.1074,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,3 8,3 9,N/A,6 8,6 9,N/A,8 9,3 6 9
1 3 6 8 9 13,0.0329039,19.6263,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,3 8,3 9,13,1 13,6 9,3 13,1 3 13,1 8 9
1 3 6 8 9 12,0.0397744,18.329,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,3 8,12,1 12,6 8,3 12,1 3 12,8 9,6 12
3 6 8 9 12,0.0155003,27.1699,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,3 8,12,N/A,6 8,3 12,N/A,8 9,6 12
1 3 6 8 9 12 13,0.0190656,26.7037,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,3 8,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 9 13,0.0162772,25.9032,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,3 8,3 9,13,6 8,6 9,3 13,8 9,3 6 9
1 3 6 8 9 11,0.0403055,18.0494,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,11,1 11,1 3 9,3 11,1 3 11,1 6 9,6 11,1 6 11
3 6 8 9 11,0.0179869,26.0366,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,11,3 9,N/A,3 11,6 9,N/A,6 11,3 6 9
1 3 6 8 9 11 13,0.0202372,25.8086,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 8 9 11 12,0.0254363,24.2184,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 8 9 11 12,0.00842992,35.7943,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,11,12,N/A,3 11,3 12,N/A,6 11,6 12
1 3 6 8 9 11 12 13,0.013936,31.9126,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,1 9,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 9 12 13,0.00768069,35.1038,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,N/A,3 8,12,13,6 8,3 12,3 13,8 9,6 12
1 3 6 8 9 10,0.0533169,15.7018,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,1 10,3 9,3 10,1 3 10,6 9,6 10,1 6 10,8 10
3 6 8 9 10,0.0311462,20.1518,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,10,3 8,3 9,3 10,6 8,6 9,6 10,8 9,8 10
1 3 6 8 9 10 13,0.0257815,23.5796,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,1 10,3 9,13,1 13,6 9,3 13,1 3 13,8 10
1 3 6 8 9 10 12,0.0283218,22.9675,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,1 10,12,1 12,1 3 10,3 12,1 3 12,1 6 10,6 12
3 6 8 9 10 12,0.0145577,28.6331,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,10,3 8,12,3 10,6 8,3 12,6 10,8 9,6 12
1 3 6 8 9 10 12 13,0.0161638,30.2375,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,1 10,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 8 9 10 13,0.0119451,30.21,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,10,3 8,3 9,13,6 8,6 9,3 13,8 9,8 10
1 3 6 8 9 10 11,0.0344946,20.9362,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,11,1 11,3 10,3 11,1 3 11,6 10,6 11,1 6 11
3 6 8 9 10 11,0.0163715,27.391,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,10,11,3 9,3 10,3 11,6 9,6 10,6 11,8 10
1 3 6 8 9 10 11 13,0.0177379,29.0193,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,1 6 11
1 3 6 8 9 10 11 12,0.022071,26.9926,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 8 9 10 11 12,0.00935107,35.0396,Yes,N/A,N/A,3,N/A,N/A,6,N/A,8,9,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 8 9 10 11 12 13,0.0133145,34.2361,Yes,N/A,N/A,3,1 3,N/A,6,1 6,8,9,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 9 11 13,0.00933041,30.2378,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,11,3 9,13,3 11,6 9,3 13,6 11,3 6 9
3 6 9 11 12 13,0.00475992,39.9318,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,N/A,11,12,13,3 11,3 12,3 13,6 11,6 12
3 6 9 10 12 13,0.00445624,41.24,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,N/A,12,13,N/A,3 12,3 13,N/A,6 12
3 6 9 10 11 13,0.00762761,35.0925,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,11,3 9,13,3 11,6 9,3 13,6 11,3 6 9
3 6 9 10 11 12 13,0.00454455,43.6146,Yes,N/A,N/A,3,N/A,N/A,6,N/A,N/A,9,10,11,12,13,3 11,3 12,3 13,6 11,6 12
1 3 6 7,0.0785355,7.93331,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,1 3 7,N/A,6 7,1 6 7,N/A,3 6 7,1 3 6 7,N/A
3 6 7,0.0564165,10.9464,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,N/A,N/A,6 7,N/A,N/A,3 6 7,N/A,N/A
1 3 6 7 13,0.0318886,18.0945,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,1 3 7,N/A,13,1 13,N/A,3 13,1 3 13,N/A
1 3 6 7 12,0.0491141,13.9588,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,1 3 7,12,1 12,1 6 7,3 12,1 3 12,1 3 6 7,6 12
3 6 7 12,0.0274458,19.1626,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,N/A,12,6 7,N/A,3 12,3 6 7,N/A,6 12
1 3 6 7 12 13,0.0202138,23.5711,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,1 3 7,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 13,0.0141674,22.8217,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,N/A,N/A,13,N/A,N/A,3 13,N/A,N/A
1 3 6 7 11,0.0634656,12.3074,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,11,1 11,6 7,3 11,1 3 11,3 6 7,6 11,7 11
3 6 7 11,0.0371144,17.4438,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,11,N/A,6 7,3 11,N/A,3 6 7,6 11,7 11
1 3 6 7 11 13,0.0258924,21.4246,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,11,1 11,13,1 13,1 3 11,3 13,1 3 13,7 11
1 3 6 7 11 12,0.0346868,19.5977,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 7 11 12,0.018873,24.1644,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,11,12,6 7,3 11,3 12,3 6 7,6 11,6 12
1 3 6 7 11 12 13,0.0162165,28.4209,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,3 7,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 12 13,0.00799261,30.5407,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,N/A,12,13,N/A,3 12,3 13,N/A,6 12
1 3 6 7 10,0.0590884,14.1679,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,1 10,N/A,3 10,1 3 10,N/A,6 10,7 10,1 7 10
3 6 7 10,0.0300265,19.3175,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,10,N/A,N/A,3 10,N/A,N/A,6 10,7 10,N/A
1 3 6 7 10 13,0.0226286,24.475,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,1 10,N/A,13,1 13,N/A,3 13,1 3 13,1 7 10
1 3 6 7 10 12,0.0356142,18.8275,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,1 10,12,1 12,1 3 10,3 12,1 3 12,7 10,6 12
3 6 7 10 12,0.0154588,26.7171,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,10,N/A,12,3 10,N/A,3 12,6 10,7 10,6 12
1 3 6 7 10 12 13,0.0164179,27.8306,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,1 10,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 10 13,0.00806811,31.2897,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,10,N/A,N/A,13,N/A,N/A,3 13,7 10,N/A
1 3 6 7 10 11,0.0438845,17.6241,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,11,1 11,3 10,3 11,1 3 11,6 10,6 11,7 11
3 6 7 10 11,0.0189537,25.0771,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,10,11,N/A,3 10,3 11,N/A,6 10,6 11,7 11
1 3 6 7 10 11 13,0.0185826,27.0524,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,7 11
1 3 6 7 10 11 12,0.0259178,23.9401,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 7 10 11 12,0.0116112,30.5452,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 7 10 11 12 13,0.0135207,32.2756,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,3 6,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 11 13,0.0104376,28.7003,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,11,N/A,13,3 11,N/A,3 13,6 11,7 11
3 6 7 11 12 13,0.00659493,34.6096,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,3 6,3 7,11,12,13,3 11,3 12,3 13,6 11,6 12
1 3 6 7 9,0.0781168,11.0665,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,1 3 7,3 9,1 3 9,1 6 7,6 9,7 9,1 7 9,3 6 9
3 6 7 9,0.0506735,16.0831,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,N/A,3 9,6 7,N/A,6 9,7 9,N/A,3 6 9
1 3 6 7 9 13,0.0304199,20.3917,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,1 3 7,3 9,13,1 13,6 9,3 13,1 3 13,3 6 9
1 3 6 7 9 12,0.0370985,18.7354,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,1 3 7,12,1 12,1 6 7,3 12,1 3 12,1 7 9,6 12
3 6 7 9 12,0.0176769,26.0699,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,N/A,12,6 7,N/A,3 12,7 9,N/A,6 12
1 3 6 7 9 12 13,0.0168716,27.6779,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,1 3 7,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 9 13,0.0132531,27.546,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,N/A,3 9,13,N/A,6 9,3 13,N/A,3 6 9
1 3 6 7 9 11,0.0484897,16.3224,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,11,1 11,1 3 9,3 11,1 3 11,7 9,6 11,7 11
3 6 7 9 11,0.0295653,20.8715,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,11,3 9,6 7,3 11,6 9,7 9,6 11,7 11
1 3 6 7 9 11 13,0.0217616,24.9368,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,11,1 11,13,1 13,1 3 11,3 13,1 3 13,7 11
1 3 6 7 9 11 12,0.0287951,22.5431,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 7 9 11 12,0.0137569,29.4807,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,11,12,6 7,3 11,3 12,7 9,6 11,6 12
1 3 6 7 9 11 12 13,0.0146238,30.8576,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,1 9,11,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 9 12 13,0.00623666,37.2085,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,3 7,N/A,12,13,N/A,3 12,3 13,N/A,6 12
1 3 6 7 9 10,0.0550306,15.4193,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,1 10,3 9,3 10,1 3 10,6 9,6 10,7 10,1 7 10
3 6 7 9 10,0.0232122,23.5534,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,10,N/A,3 9,3 10,N/A,6 9,6 10,7 10,3 6 9
1 3 6 7 9 10 13,0.0231311,24.8824,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,1 10,3 9,13,1 13,6 9,3 13,1 3 13,1 7 10
1 3 6 7 9 10 12,0.0277821,23.0328,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,1 10,12,1 12,1 3 10,3 12,1 3 12,7 10,6 12
3 6 7 9 10 12,0.0107581,33.1615,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,10,N/A,12,3 10,N/A,3 12,6 10,7 10,6 12
1 3 6 7 9 10 12 13,0.0145138,31.4901,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,1 10,12,13,1 13,3 12,3 13,1 3 13,6 12
3 6 7 9 10 13,0.00761632,35.179,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,10,N/A,3 9,13,N/A,6 9,3 13,7 10,3 6 9
1 3 6 7 9 10 11,0.0368196,20.2106,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,11,1 11,3 10,3 11,1 3 11,6 10,6 11,7 11
3 6 7 9 10 11,0.0170745,27.1424,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,10,11,3 9,3 10,3 11,6 9,6 10,6 11,7 11
1 3 6 7 9 10 11 13,0.0173003,29.4389,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,11,1 11,13,1 13,1 3 11,3 13,1 3 13,7 11
1 3 6 7 9 10 11 12,0.0228641,26.3333,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,11,12,1 12,3 11,3 12,1 3 12,6 11,6 12
3 6 7 9 10 11 12,0.00965299,34.9648,Yes,N/A,N/A,3,N/A,N/A,6,7,N/A,9,10,11,12,3 10,3 11,3 12,6 10,6 11,6 12
1 3 6 7 9 10 11 12 13,0.0130409,34.2666,Yes,N/A,N/A,3,1 3,N/A,6,7,1 7,9,10,11,12,13,1 13,3 12,3 13,1 3 13,6 12
