Position,Win Probability,Average Score,Was Reached?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
6 8 9 10 11 12 13,0.00275187,45.3519,Yes,N/A,N/A,N/A,N/A,N/A,6,N/A,8,9,10,11,12,13,6 8,6 9,6 10,6 11,6 12
1 6 7 8,0.0557476,14.2685,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,N/A,6 7,6 8,7 8,1 7 8,N/A,N/A
6 7 8,0.0347115,15.6759,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,N/A,6 7,6 8,7 8,N/A,N/A,N/A
1 6 7 8 13,0.0152143,25.75,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,N/A,13,1 13,7 8,1 7 8,N/A,N/A
1 6 7 8 12,0.0250785,22.0833,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,12,1 12,6 8,7 8,1 7 8,N/A,6 12
6 7 8 13,0.00754964,27.8426,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,N/A,13,6 8,7 8,N/A,N/A,N/A
6 7 8 12,0.0128859,24.6898,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,12,6 7,6 8,7 8,N/A,N/A,6 12
1 6 7 8 12 13,0.0085465,33.3519,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,12,13,1 13,7 8,1 7 8,N/A,6 12
1 6 7 8 11,0.0368695,18.2778,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,1 11,6 7,6 8,7 8,1 7 8,6 11,7 11
6 7 8 11,0.0158679,23.3241,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,N/A,6 7,6 8,7 8,N/A,6 11,7 11
1 6 7 8 11 13,0.0127156,28.6852,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,1 11,13,1 13,7 8,1 7 8,6 11,7 11
6 7 8 12 13,0.00377758,36.588,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,12,13,6 8,7 8,N/A,N/A,6 12
1 6 7 8 11 12,0.0172462,26.875,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,12,1 12,6 8,7 8,1 7 8,6 11,7 11
6 7 8 11 13,0.00469604,35.0648,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,N/A,13,6 8,7 8,N/A,6 11,7 11
6 7 8 11 12,0.00739858,31.4167,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,12,6 7,6 8,7 8,N/A,6 11,6 12
1 6 7 8 11 12 13,0.00731208,37.0463,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,12,13,1 13,7 8,1 7 8,6 11,6 12
1 6 7 8 10,0.0416874,17.25,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,N/A,6 7,6 8,7 8,6 10,7 10,8 10
6 7 8 10,0.0202421,21.9213,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,N/A,6 7,6 8,7 8,6 10,7 10,8 10
1 6 7 8 10 13,0.0148499,27.4444,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,N/A,13,1 13,7 8,6 10,7 10,8 10
1 6 7 8 10 12,0.0239598,22.3148,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,12,6 7,6 8,7 8,6 10,7 10,6 12
6 7 8 10 13,0.00592826,33.4491,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,N/A,13,6 8,7 8,6 10,7 10,8 10
6 7 8 10 12,0.00903327,29.8426,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,12,6 7,6 8,7 8,6 10,7 10,6 12
1 6 7 8 10 12 13,0.00982886,32.2176,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,12,13,1 13,7 8,6 10,7 10,6 12
6 7 8 11 12 13,0.00277746,42.6852,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,12,13,6 8,7 8,N/A,6 11,6 12
1 6 7 8 10 11,0.0273178,21.4167,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,1 11,6 7,6 8,7 8,6 10,7 10,7 11
6 7 8 10 11,0.0103514,28.7639,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,N/A,6 7,6 8,7 8,6 10,6 11,7 11
1 6 7 8 10 11 13,0.0118939,30.3611,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,1 11,13,1 13,7 8,6 10,6 11,7 11
6 7 8 10 12 13,0.00340873,40.9583,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,12,13,6 8,7 8,6 10,7 10,6 12
1 6 7 8 10 11 12,0.0157046,28.0741,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,12,1 12,6 8,7 8,6 10,6 11,7 11
6 7 8 10 11 13,0.0039305,39.7963,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,N/A,13,6 8,7 8,6 10,6 11,7 11
6 7 8 10 11 12,0.00584093,35.1713,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,12,6 7,6 8,7 8,6 10,6 11,6 12
1 6 7 8 10 11 12 13,0.00801245,36.8241,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,12,13,1 13,7 8,6 10,6 11,6 12
6 7 9 10 11 12 13,0.00226251,48.213,Yes,N/A,N/A,N/A,N/A,N/A,6,7,N/A,9,10,11,12,13,N/A,6 9,6 10,6 11,6 12
1 6 7 8 9,0.0386888,18.4722,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,N/A,6 7,6 8,7 8,7 9,8 9,1 8 9
6 7 8 9,0.023369,21.1852,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,N/A,6 7,6 8,6 9,7 9,8 9,N/A
1 6 7 8 9 13,0.0141766,29.1898,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,N/A,13,1 13,7 8,7 9,8 9,1 8 9
1 6 7 8 9 12,0.0224306,24.5185,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,12,1 12,6 8,7 8,7 9,8 9,6 12
6 7 8 9 13,0.00665617,32.8519,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,N/A,13,6 8,6 9,7 9,8 9,N/A
6 7 8 9 12,0.0102002,29.1528,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,12,6 7,6 8,6 9,7 9,8 9,6 12
1 6 7 8 9 12 13,0.00937692,34.9213,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,12,13,1 13,7 8,7 9,8 9,6 12
1 6 7 8 9 11,0.0304136,20.1111,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,1 11,6 7,6 8,7 8,7 9,8 9,7 11
6 7 8 9 11,0.0115646,28.0833,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,N/A,6 7,6 8,6 9,7 9,6 11,7 11
1 6 7 8 9 11 13,0.013314,29.0509,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,1 11,13,6 8,7 8,7 9,6 11,7 11
6 7 8 9 12 13,0.00377301,40.3796,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,12,13,6 8,6 9,7 9,8 9,6 12
1 6 7 8 9 11 12,0.0173184,26.75,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,12,1 12,6 8,7 8,7 9,6 11,7 11
6 7 8 9 11 13,0.00435483,39.1528,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,N/A,13,6 8,6 9,7 9,6 11,7 11
6 7 8 9 11 12,0.00639662,34.5972,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,12,6 7,6 8,6 9,7 9,6 11,6 12
1 6 7 8 9 11 12 13,0.0087587,35.4259,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,12,13,1 13,7 8,7 9,6 11,6 12
6 7 8 10 11 12 13,0.00270389,45.2778,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,12,13,6 8,7 8,6 10,6 11,6 12
1 6 7 8 9 10,0.028653,22.4583,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,N/A,6 7,6 8,6 9,7 9,8 9,8 10
6 7 8 9 10,0.0128767,27.0185,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,N/A,6 7,6 8,6 9,6 10,7 10,8 10
1 6 7 8 9 10 13,0.0128754,31.6944,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,N/A,13,6 8,6 9,7 9,7 10,8 10
1 6 7 8 9 10 12,0.0193768,25.5926,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,12,1 12,6 8,6 9,7 9,7 10,8 10
6 7 8 9 10 13,0.00483277,38.0741,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,N/A,13,6 8,6 9,6 10,7 10,8 10
6 7 8 9 10 12,0.00704725,33.5324,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,12,6 7,6 8,6 9,6 10,7 10,8 10
1 6 7 8 9 10 12 13,0.00986912,33.9213,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,12,13,6 8,6 9,7 9,7 10,6 12
6 7 8 9 11 12 13,0.00295102,44.7685,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,12,13,6 8,6 9,7 9,6 11,6 12
1 6 7 8 9 10 11,0.0216504,24.8472,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,1 11,6 7,6 8,6 9,7 9,7 10,8 10
6 7 8 9 10 11,0.00785433,32.4259,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,N/A,6 7,6 8,6 9,6 10,6 11,7 11
1 6 7 8 9 10 11 13,0.0116079,31.9676,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,1 11,13,6 8,6 9,7 9,7 10,8 10
6 7 8 9 10 12 13,0.00325382,43.7083,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,12,13,6 8,6 9,6 10,7 10,6 12
1 6 7 8 9 10 11 12,0.0147202,29.6667,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,12,1 12,6 8,6 9,7 9,7 10,7 11
6 7 8 9 10 11 13,0.00366978,42.5509,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,N/A,13,6 8,6 9,7 9,6 11,7 11
6 7 8 9 10 11 12,0.00527836,36.8241,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,12,6 7,6 8,7 8,6 10,6 11,7 11
1 6 7 8 9 10 11 12 13,0.00882099,36.2083,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,12,13,1 13,6 9,7 9,7 10,7 11
1 5,0.0509259,5.55556,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,0.0277778,4.86111,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 5 13,0.0145319,15.9167,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,N/A,13,1 13,N/A,N/A,N/A,5 13
1 5 12,0.0241341,14.2083,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,12,1 12,N/A,N/A,N/A,5 12,1 5 12
5 13,0.0100309,16.3611,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,5 13
5 12,0.0203189,15.0648,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,5 12,N/A
1 5 12 13,0.00902349,25.2685,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,12,13,1 13,N/A,N/A,5 12,5 13
1 5 11,0.03768,12.6944,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,1 11,N/A,N/A,N/A,5 11,1 5 11,N/A
5 11,0.0347222,13.8611,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,5 11,N/A,N/A
1 5 11 13,0.015759,21.8889,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,1 11,13,1 13,N/A,5 11,1 5 11,5 13
5 12 13,0.00564772,26.3148,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,12,13,N/A,N/A,N/A,5 12,5 13
1 5 11 12,0.0189865,21.963,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,12,1 12,N/A,N/A,5 11,5 12,1 5 12
5 11 13,0.0085841,24.9769,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,N/A,13,N/A,N/A,5 11,N/A,5 13
5 11 12,0.0123135,23.625,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,12,N/A,N/A,N/A,5 11,5 12,N/A
1 5 11 12 13,0.00807724,32.1435,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,12,13,1 13,N/A,5 11,5 12,5 13
1 5 10,0.0551698,11.3472,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,N/A,N/A,N/A,5 10,1 5 10,N/A,N/A
5 10,0.0532407,12.7361,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,5 10,N/A,N/A,N/A
1 5 10 13,0.0218675,20.5417,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,N/A,13,1 13,5 10,1 5 10,N/A,5 13
1 5 10 12,0.0312839,18.6019,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,12,1 12,N/A,5 10,1 5 10,5 12,1 5 12
5 10 13,0.0121849,23.8426,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,N/A,13,N/A,5 10,N/A,N/A,5 13
5 10 12,0.0166002,22.463,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,12,N/A,N/A,5 10,N/A,5 12,N/A
1 5 10 12 13,0.0123737,28.25,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,12,13,1 13,5 10,1 5 10,5 12,5 13
5 11 12 13,0.00422775,34.1528,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,12,13,N/A,N/A,5 11,5 12,5 13
1 5 10 11,0.0327075,19.0231,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,1 11,N/A,N/A,5 10,5 11,1 5 11,N/A
5 10 11,0.0211227,21.088,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,N/A,N/A,N/A,5 10,5 11,N/A,N/A
1 5 10 11 13,0.0156375,26.838,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,1 11,13,1 13,5 10,5 11,1 5 11,5 13
5 10 12 13,0.00547804,32.9676,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,12,13,N/A,5 10,N/A,5 12,5 13
1 5 10 11 12,0.0176365,27.1713,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,12,1 12,N/A,5 10,5 11,5 12,1 5 12
5 10 11 13,0.00684799,31.5602,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,N/A,13,N/A,5 10,5 11,N/A,5 13
5 10 11 12,0.00893776,30.125,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,12,N/A,N/A,5 10,5 11,5 12,N/A
1 5 10 11 12 13,0.00878188,36.125,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,12,13,1 13,5 10,5 11,5 12,5 13
1 5 9,0.0766032,10.1389,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,N/A,N/A,5 9,1 5 9,N/A,N/A,N/A
5 9,0.0758745,11.6759,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,5 9,N/A,N/A,N/A,N/A
1 5 9 13,0.0230892,20.4583,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,N/A,13,1 13,1 5 9,N/A,N/A,5 13
1 5 9 12,0.0403586,17.3843,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,12,1 12,5 9,1 5 9,N/A,5 12,1 5 12
5 9 13,0.0164502,22.7454,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,N/A,13,5 9,N/A,N/A,N/A,5 13
5 9 12,0.0215228,21.3935,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,12,N/A,5 9,N/A,N/A,5 12,N/A
1 5 9 12 13,0.0126334,28.4306,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,12,13,1 13,1 5 9,N/A,5 12,5 13
1 5 9 11,0.0510313,15.5093,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,1 11,N/A,5 9,1 5 9,5 11,1 5 11,N/A
5 9 11,0.0262024,20.0278,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,N/A,N/A,5 9,N/A,5 11,N/A,N/A
1 5 9 11 13,0.0197205,24.0694,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,1 11,13,5 9,1 5 9,5 11,1 5 11,5 13
5 9 12 13,0.00686665,31.875,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,12,13,5 9,N/A,N/A,5 12,5 13
1 5 9 11 12,0.0252647,22.9259,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,12,1 12,5 9,1 5 9,5 11,5 12,1 5 12
5 9 11 13,0.00827868,30.4769,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,N/A,13,5 9,N/A,5 11,N/A,5 13
5 9 11 12,0.0105828,29.0787,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,12,N/A,5 9,N/A,5 11,5 12,N/A
1 5 9 11 12 13,0.0103702,32.9954,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,12,13,1 13,1 5 9,5 11,5 12,5 13
5 10 11 12 13,0.00379395,39.7407,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,12,13,N/A,5 10,5 11,5 12,5 13
1 5 9 10,0.0481789,16.5463,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,N/A,N/A,5 9,5 10,1 5 10,N/A,N/A
5 9 10,0.0304891,18.8657,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,N/A,N/A,5 9,5 10,N/A,N/A,N/A
1 5 9 10 13,0.0181299,25.6343,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,N/A,13,1 13,5 10,1 5 10,N/A,5 13
1 5 9 10 12,0.0292568,21.6898,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,12,1 12,5 9,5 10,1 5 10,5 12,1 5 12
5 9 10 13,0.00952896,29.2685,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,N/A,13,5 9,5 10,N/A,N/A,5 13
5 9 10 12,0.0120712,27.7824,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,12,N/A,5 9,5 10,N/A,5 12,N/A
1 5 9 10 12 13,0.0121308,31.6157,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,12,13,5 9,5 10,1 5 10,5 12,5 13
5 9 11 12 13,0.00441011,38.6713,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,12,13,5 9,N/A,5 11,5 12,5 13
1 5 9 10 11,0.029001,22.7546,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,1 11,N/A,5 9,5 10,5 11,1 5 11,N/A
5 9 10 11,0.0141461,26.4907,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,11,N/A,N/A,5 9,5 10,5 11,N/A,N/A
1 5 9 10 11 13,0.0138949,30.2037,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,1 11,13,1 13,5 10,5 11,1 5 11,5 13
5 9 10 12 13,0.00498895,37.2407,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,12,13,5 9,5 10,N/A,5 12,5 13
1 5 9 10 11 12,0.0179236,28.8148,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,12,1 12,5 9,5 10,5 11,5 12,1 5 12
5 9 10 11 13,0.00581941,35.9028,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,11,N/A,13,5 9,5 10,5 11,N/A,5 13
5 9 10 11 12,0.00729147,34.287,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,11,12,N/A,5 9,5 10,5 11,5 12,N/A
1 5 9 10 11 12 13,0.0090374,37.9861,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,12,13,1 13,5 10,5 11,5 12,5 13
1 5 8,0.10198,9.11574,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,N/A,5 8,1 5 8,N/A,N/A,N/A,N/A
5 8,0.102623,10.6944,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,N/A,5 8,N/A,N/A,N/A,N/A,N/A
1 5 8 13,0.022189,20.8426,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,N/A,13,1 13,N/A,N/A,N/A,5 13
1 5 8 12,0.0392143,17.8519,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,12,1 12,1 5 8,N/A,N/A,5 12,1 5 12
5 8 13,0.0119277,23.162,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,5 13
5 8 12,0.0270812,20.3611,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,12,5 8,N/A,N/A,N/A,5 12,N/A
1 5 8 12 13,0.0113232,29.1898,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,12,13,1 13,N/A,N/A,5 12,5 13
1 5 8 11,0.0619481,14.4722,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,1 11,5 8,1 5 8,N/A,5 11,1 5 11,N/A
5 8 11,0.0317323,19.0278,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,N/A,5 8,N/A,N/A,5 11,N/A,N/A
1 5 8 11 13,0.0174318,25.1898,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,1 11,13,1 13,N/A,5 11,1 5 11,5 13
5 8 12 13,0.00511159,32.6944,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,12,13,N/A,N/A,N/A,5 12,5 13
1 5 8 11 12,0.0237083,23.7361,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,12,1 12,1 5 8,N/A,5 11,5 12,1 5 12
5 8 11 13,0.00624518,31.3333,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,N/A,13,N/A,N/A,5 11,N/A,5 13
5 8 11 12,0.0122653,28.0324,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,12,5 8,N/A,N/A,5 11,5 12,N/A
1 5 8 11 12 13,0.00913893,34.4398,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,12,13,1 13,N/A,5 11,5 12,5 13
1 5 8 10,0.0719575,12.9861,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,N/A,5 8,1 5 8,5 10,1 5 10,N/A,8 10
5 8 10,0.0355903,17.7963,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,N/A,5 8,N/A,5 10,N/A,N/A,8 10
1 5 8 10 13,0.0208719,23.5417,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,N/A,13,1 13,5 10,1 5 10,N/A,5 13
1 5 8 10 12,0.0342849,19.4074,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,12,5 8,1 5 8,5 10,1 5 10,5 12,8 10
5 8 10 13,0.00736686,30.0556,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,N/A,13,N/A,5 10,N/A,N/A,5 13
5 8 10 12,0.0137335,26.6435,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,12,5 8,N/A,5 10,N/A,5 12,8 10
1 5 8 10 12 13,0.0124729,29.4815,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,12,13,1 13,5 10,1 5 10,5 12,5 13
5 8 11 12 13,0.00337629,39.9352,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,12,13,N/A,N/A,5 11,5 12,5 13
1 5 8 10 11,0.0394644,18.375,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,11,1 11,5 8,1 5 8,5 10,5 11,1 5 11,8 10
5 8 10 11,0.0158822,25.3472,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,11,N/A,5 8,N/A,5 10,5 11,N/A,8 10
1 5 8 10 11 13,0.0152791,27.7824,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,11,1 11,13,1 13,5 10,5 11,1 5 11,5 13
5 8 10 12 13,0.00391812,38.5231,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,12,13,N/A,5 10,N/A,5 12,5 13
1 5 8 10 11 12,0.0197409,26.213,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,11,12,1 12,1 5 8,5 10,5 11,5 12,8 10
5 8 10 11 13,0.0046169,37.2037,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,11,N/A,13,N/A,5 10,5 11,N/A,5 13
