Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
1 4 5 7 12,0.0101487,18.4167,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,1 4 5,4 7,12
4 5 7,0.0632716,10.6111,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,N/A,4 7,5 7
1 4 5 7 11,0.0236626,16.5278,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,1 4 5,11,1 11
4 5 7 12,0.00533693,22.4167,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,N/A,4 7,12
1 4 5 7 11 12,0.00250772,27.75,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,1 4 5,11,12
1 4 5 7 10,0.0363297,14.5833,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,10,1 10,5 7
1 4 5 7 10 12,0.00420453,25.75,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,10,1 10,12
4 5 7 11,0.0100309,20.9444,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,N/A,11,5 7
4 5 7 11 12,0.00112883,32.6944,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,N/A,11,12
4 5 7 10,0.0165895,18.7222,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,10,4 7,5 7
1 4 5 7 10 11,0.00871628,24.2222,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,10,11,1 11
4 5 7 10 12,0.00186471,30.1389,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,10,4 7,12
1 4 5 7 10 11 12,0.001159,35.6111,N/A,N/A,N/A,4,5,1 5,7,1 7,4 5,10,11,12
1 4 5 7 9,0.0429098,13.3056,N/A,N/A,N/A,4,5,1 5,7,1 7,9,1 9,4 7,5 7
1 4 5 7 9 12,0.004994,24.6667,N/A,N/A,N/A,4,5,1 5,7,1 7,9,1 9,4 7,12
4 5 7 9,0.0159465,18.6944,N/A,N/A,N/A,4,5,N/A,7,N/A,9,N/A,4 7,5 7
1 4 5 7 9 11,0.0106119,22.6944,N/A,N/A,N/A,4,5,1 5,7,1 7,9,1 9,11,1 11
4 5 7 9 12,0.00180041,30.3333,N/A,N/A,N/A,4,5,N/A,7,N/A,9,N/A,4 7,12
1 4 5 7 9 11 12,0.00146098,33.9167,N/A,N/A,N/A,4,5,1 5,7,1 7,9,1 9,11,12
4 5 7 10 11,0.00351509,28.7222,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,10,11,5 7
4 5 7 10 11 12,0.000494161,40.3889,N/A,N/A,N/A,4,5,N/A,7,N/A,4 5,10,11,12
1 4 5 7 9 10,0.0151296,21.25,N/A,N/A,N/A,4,5,1 5,7,1 7,9,10,1 10,5 7
1 4 5 7 9 10 12,0.00219868,32.2778,N/A,N/A,N/A,4,5,1 5,7,1 7,9,10,1 10,12
4 5 7 9 11,0.00331504,29.0278,N/A,N/A,N/A,4,5,N/A,7,N/A,9,N/A,11,5 7
4 5 7 9 11 12,0.000468361,40.6389,N/A,N/A,N/A,4,5,N/A,7,N/A,9,N/A,11,12
4 5 7 9 10,0.00565844,26.3056,N/A,N/A,N/A,4,5,N/A,7,N/A,9,10,4 7,5 7
1 4 5 7 9 10 11,0.0044574,30.6111,N/A,N/A,N/A,4,5,1 5,7,1 7,9,10,11,1 11
4 5 7 9 10 12,0.000797801,38.0278,N/A,N/A,N/A,4,5,N/A,7,N/A,9,10,4 7,12
1 4 5 7 9 10 11 12,0.00073247,41.7778,N/A,N/A,N/A,4,5,1 5,7,1 7,9,10,11,12
4 5 8 9 10 11,0.00114312,37.9722,N/A,N/A,N/A,4,5,N/A,N/A,8,9,10,11,4 8
4 5 8 9 10 11 12,0.000187874,49.3056,N/A,N/A,N/A,4,5,N/A,N/A,8,9,10,11,12
1 4 5 7 8,0.0601852,11.7778,N/A,N/A,N/A,4,5,1 5,7,8,4 5,1 4 5,4 7,4 8
1 4 5 7 8 12,0.00669855,23.0556,N/A,N/A,N/A,4,5,1 5,7,8,1 8,1 4 5,4 7,12
4 5 7 8,0.0308642,15.6667,N/A,N/A,N/A,4,5,N/A,7,8,4 5,N/A,4 7,4 8
1 4 5 7 8 11,0.0153892,21,N/A,N/A,N/A,4,5,1 5,7,8,4 5,1 4 5,11,1 11
4 5 7 8 12,0.00328289,27.2778,N/A,N/A,N/A,4,5,N/A,7,8,4 5,N/A,4 7,12
1 4 5 7 8 11 12,0.00199593,32.5,N/A,N/A,N/A,4,5,1 5,7,8,4 5,1 4 5,11,12
1 4 5 7 8 10,0.0246473,18.5,N/A,N/A,N/A,4,5,1 5,7,8,4 5,10,1 10,4 8
1 4 5 7 8 10 12,0.00339243,29.8889,N/A,N/A,N/A,4,5,1 5,7,8,4 5,10,1 10,12
4 5 7 8 11,0.00653006,25.6944,N/A,N/A,N/A,4,5,N/A,7,8,4 5,N/A,11,4 8
4 5 7 8 11 12,0.000871032,37.25,N/A,N/A,N/A,4,5,N/A,7,8,4 5,N/A,11,12
4 5 7 8 10,0.0106524,22.7778,N/A,N/A,N/A,4,5,N/A,7,8,4 5,10,4 7,4 8
1 4 5 7 8 10 11,0.00707093,28.0278,N/A,N/A,N/A,4,5,1 5,7,8,4 5,10,11,1 11
4 5 7 8 10 12,0.00142562,34.4444,N/A,N/A,N/A,4,5,N/A,7,8,4 5,10,4 7,12
1 4 5 7 8 10 11 12,0.00110328,39.5833,N/A,N/A,N/A,4,5,1 5,7,8,4 5,10,11,12
4 5 7 9 10 11,0.00147653,36.5278,N/A,N/A,N/A,4,5,N/A,7,N/A,9,10,11,5 7
4 5 7 9 10 11 12,0.000250057,48,N/A,N/A,N/A,4,5,N/A,7,N/A,9,10,11,12
1 4 5 7 8 9,0.0290328,17.3611,N/A,N/A,N/A,4,5,1 5,7,8,9,1 9,4 7,4 8
1 4 5 7 8 9 12,0.00397363,28.8611,N/A,N/A,N/A,4,5,1 5,7,8,9,1 9,4 7,12
4 5 7 8 9,0.0107739,23.0833,N/A,N/A,N/A,4,5,N/A,7,8,9,N/A,4 7,4 8
1 4 5 7 8 9 11,0.00857365,26.6111,N/A,N/A,N/A,4,5,1 5,7,8,9,1 9,11,1 11
4 5 7 8 9 12,0.00142453,34.8056,N/A,N/A,N/A,4,5,N/A,7,8,9,N/A,4 7,12
1 4 5 7 8 9 11 12,0.00136385,37.8056,N/A,N/A,N/A,4,5,1 5,7,8,9,1 9,11,12
4 5 7 8 10 11,0.00282922,32.5833,N/A,N/A,N/A,4,5,N/A,7,8,4 5,10,11,4 8
4 5 7 8 10 11 12,0.000454965,44.0278,N/A,N/A,N/A,4,5,N/A,7,8,4 5,10,11,12
1 4 5 7 8 9 10,0.0126992,24.75,N/A,N/A,N/A,4,5,1 5,7,8,9,10,1 10,4 8
1 4 5 7 8 9 10 12,0.00207977,35.75,N/A,N/A,N/A,4,5,1 5,7,8,9,10,1 10,12
4 5 7 8 9 11,0.00281969,33.2778,N/A,N/A,N/A,4,5,N/A,7,8,9,N/A,11,4 8
4 5 7 8 9 11 12,0.000447854,44.6667,N/A,N/A,N/A,4,5,N/A,7,8,9,N/A,11,12
4 5 7 8 9 10,0.00470584,29.8333,N/A,N/A,N/A,4,5,N/A,7,8,9,10,4 7,4 8
1 4 5 7 8 9 10 11,0.00427683,34,N/A,N/A,N/A,4,5,1 5,7,8,9,10,11,1 11
4 5 7 8 9 10 12,0.000751164,41.4444,N/A,N/A,N/A,4,5,N/A,7,8,9,10,4 7,12
1 4 5 7 8 9 10 11 12,0.000791362,45,N/A,N/A,N/A,4,5,1 5,7,8,9,10,11,12
4 6 7 8 9 10 11,0.00148844,39.8056,N/A,N/A,N/A,4,N/A,6,7,8,9,10,11,4 8
4 6 7 8 9 10 11 12,0.000285559,50.8056,N/A,N/A,N/A,4,N/A,6,7,8,9,10,11,12
1 4 5 6,0.107446,7.47222,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,4 6,5 6,1 5 6
1 4 5 6 12,0.0093307,19.1111,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,4 6,5 6,12
4 5 6,0.066358,9.58333,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,4 6,5 6,N/A
1 4 5 6 11,0.0228624,17.1944,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,4 6,11,1 11
4 5 6 12,0.00574417,20.8889,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,4 6,5 6,12
1 4 5 6 11 12,0.00235967,28.8611,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,4 6,11,12
1 4 5 6 10,0.0327289,15.7778,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,10,1 10,1 5 6
1 4 5 6 10 12,0.0038098,27.0556,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,10,1 10,12
4 5 6 11,0.0107167,19.8611,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,4 6,11,N/A
4 5 6 11 12,0.00123838,31.0833,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,4 6,11,12
4 5 6 10,0.0149177,18.7778,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,10,5 6,N/A
1 4 5 6 10 11,0.00793872,25.6667,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,10,11,1 11
4 5 6 10 12,0.00172897,29.7222,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,10,5 6,12
1 4 5 6 10 11 12,0.00104687,37.1389,N/A,N/A,N/A,4,5,6,1 6,N/A,4 5,10,11,12
1 4 5 6 9,0.0377515,14.6667,N/A,N/A,N/A,4,5,6,1 6,N/A,9,1 9,5 6,1 5 6
1 4 5 6 9 12,0.00443355,25.9722,N/A,N/A,N/A,4,5,6,1 6,N/A,9,1 9,5 6,12
4 5 6 9,0.0178326,17.6944,N/A,N/A,N/A,4,5,6,N/A,N/A,9,4 6,5 6,N/A
1 4 5 6 9 11,0.00983399,24.2778,N/A,N/A,N/A,4,5,6,1 6,N/A,9,4 6,11,1 11
4 5 6 9 12,0.00207667,28.6389,N/A,N/A,N/A,4,5,6,N/A,N/A,9,4 6,5 6,12
1 4 5 6 9 11 12,0.00132458,35.6389,N/A,N/A,N/A,4,5,6,1 6,N/A,9,1 9,11,12
4 5 6 10 11,0.00320073,28.9722,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,10,11,N/A
4 5 6 10 11 12,0.000464392,40,N/A,N/A,N/A,4,5,6,N/A,N/A,4 5,10,11,12
1 4 5 6 9 10,0.013003,22.9722,N/A,N/A,N/A,4,5,6,1 6,N/A,9,10,1 10,1 5 6
1 4 5 6 9 10 12,0.0019171,34.3056,N/A,N/A,N/A,4,5,6,1 6,N/A,9,10,1 10,12
4 5 6 9 11,0.00381039,27.7778,N/A,N/A,N/A,4,5,6,N/A,N/A,9,4 6,11,N/A
4 5 6 9 11 12,0.000555683,38.8611,N/A,N/A,N/A,4,5,6,N/A,N/A,9,4 6,11,12
4 5 6 9 10,0.00520119,26.5556,N/A,N/A,N/A,4,5,6,N/A,N/A,9,10,5 6,N/A
1 4 5 6 9 10 11,0.00390327,32.6667,N/A,N/A,N/A,4,5,6,1 6,N/A,9,10,11,1 11
4 5 6 9 10 12,0.000762079,37.5556,N/A,N/A,N/A,4,5,6,N/A,N/A,9,10,5 6,12
1 4 5 6 9 10 11 12,0.000635319,44.1389,N/A,N/A,N/A,4,5,6,1 6,N/A,9,10,11,12
1 4 5 6 8,0.0669867,10.5556,N/A,N/A,N/A,4,5,6,1 6,8,4 5,4 6,5 6,4 8
1 4 5 6 8 12,0.00738879,22.1389,N/A,N/A,N/A,4,5,6,1 6,8,4 5,4 6,5 6,12
4 5 6 8,0.0343793,14.0556,N/A,N/A,N/A,4,5,6,N/A,8,4 5,4 6,5 6,4 8
1 4 5 6 8 11,0.0173238,19.7778,N/A,N/A,N/A,4,5,6,1 6,8,4 5,4 6,11,1 11
4 5 6 8 12,0.00358177,25.75,N/A,N/A,N/A,4,5,6,N/A,8,4 5,4 6,5 6,12
1 4 5 6 8 11 12,0.0022292,31.0833,N/A,N/A,N/A,4,5,6,1 6,8,4 5,4 6,11,12
1 4 5 6 8 10,0.0256041,17.6944,N/A,N/A,N/A,4,5,6,1 6,8,4 5,10,1 10,4 8
1 4 5 6 8 10 12,0.00351952,29.0556,N/A,N/A,N/A,4,5,6,1 6,8,4 5,10,1 10,12
4 5 6 8 11,0.00702065,24.2222,N/A,N/A,N/A,4,5,6,N/A,8,4 5,4 6,11,4 8
4 5 6 8 11 12,0.000947042,35.5556,N/A,N/A,N/A,4,5,6,N/A,8,4 5,4 6,11,12
4 5 6 8 10,0.0102738,22.6667,N/A,N/A,N/A,4,5,6,N/A,8,4 5,10,5 6,4 8
1 4 5 6 8 10 11,0.00734371,27.1389,N/A,N/A,N/A,4,5,6,1 6,8,4 5,10,11,1 11
4 5 6 8 10 12,0.00135269,34.1389,N/A,N/A,N/A,4,5,6,N/A,8,4 5,10,5 6,12
1 4 5 6 8 10 11 12,0.00114875,38.5556,N/A,N/A,N/A,4,5,6,1 6,8,4 5,10,11,12
4 5 6 9 10 11,0.00138127,36.75,N/A,N/A,N/A,4,5,6,N/A,N/A,9,10,11,N/A
4 5 6 9 10 11 12,0.000243442,47.6944,N/A,N/A,N/A,4,5,6,N/A,N/A,9,10,11,12
1 4 5 6 8 9,0.0294595,16.9444,N/A,N/A,N/A,4,5,6,1 6,8,9,1 9,5 6,4 8
1 4 5 6 8 9 12,0.0039883,28.2778,N/A,N/A,N/A,4,5,6,1 6,8,9,1 9,5 6,12
4 5 6 8 9,0.0125553,21.5556,N/A,N/A,N/A,4,5,6,N/A,8,9,4 6,5 6,4 8
1 4 5 6 8 9 11,0.00882964,26.0278,N/A,N/A,N/A,4,5,6,1 6,8,9,1 9,11,1 11
4 5 6 8 9 12,0.00164482,32.8333,N/A,N/A,N/A,4,5,6,N/A,8,9,4 6,5 6,12
1 4 5 6 8 9 11 12,0.0013872,37.25,N/A,N/A,N/A,4,5,6,1 6,8,9,1 9,11,12
4 5 6 8 10 11,0.00264584,32.6667,N/A,N/A,N/A,4,5,6,N/A,8,4 5,10,11,4 8
4 5 6 8 10 11 12,0.000429331,43.9444,N/A,N/A,N/A,4,5,6,N/A,8,4 5,10,11,12
1 4 5 6 8 9 10,0.0124264,24.2778,N/A,N/A,N/A,4,5,6,1 6,8,9,10,1 10,4 8
1 4 5 6 8 9 10 12,0.00203584,35.75,N/A,N/A,N/A,4,5,6,1 6,8,9,10,1 10,12
4 5 6 8 9 11,0.00321026,31.3611,N/A,N/A,N/A,4,5,6,N/A,8,9,4 6,11,4 8
4 5 6 8 9 11 12,0.000519519,42.4444,N/A,N/A,N/A,4,5,6,N/A,8,9,4 6,11,12
4 5 6 8 9 10,0.00462963,29.8889,N/A,N/A,N/A,4,5,6,N/A,8,9,10,5 6,4 8
1 4 5 6 8 9 10 11,0.00419911,33.6667,N/A,N/A,N/A,4,5,6,1 6,8,9,10,11,1 11
4 5 6 8 9 10 12,0.000731649,41.2778,N/A,N/A,N/A,4,5,6,N/A,8,9,10,5 6,12
1 4 5 6 8 9 10 11 12,0.000774476,44.8611,N/A,N/A,N/A,4,5,6,1 6,8,9,10,11,12
4 5 7 8 9 10 11,0.00148447,39.4167,N/A,N/A,N/A,4,5,N/A,7,8,9,10,11,4 8
4 5 7 8 9 10 11 12,0.000276463,51.0278,N/A,N/A,N/A,4,5,N/A,7,8,9,10,11,12
1 4 5 6 7,0.0834977,9.08333,N/A,N/A,N/A,4,5,6,7,1 7,4 5,4 6,5 6,5 7
1 4 5 6 7 12,0.00911915,20.6667,N/A,N/A,N/A,4,5,6,7,1 7,4 5,4 6,5 6,12
4 5 6 7,0.0477109,12.5833,N/A,N/A,N/A,4,5,6,7,N/A,4 5,4 6,4 7,5 7
1 4 5 6 7 11,0.0210127,18.6389,N/A,N/A,N/A,4,5,6,7,1 7,4 5,4 6,11,1 11
4 5 6 7 12,0.0049297,24.0278,N/A,N/A,N/A,4,5,6,7,N/A,4 5,4 6,4 7,12
1 4 5 6 7 11 12,0.00267473,29.9167,N/A,N/A,N/A,4,5,6,7,1 7,4 5,4 6,11,12
1 4 5 6 7 10,0.0307261,16.7778,N/A,N/A,N/A,4,5,6,7,1 7,4 5,10,1 10,5 7
1 4 5 6 7 10 12,0.00425024,27.9167,N/A,N/A,N/A,4,5,6,7,1 7,4 5,10,1 10,12
4 5 6 7 11,0.00928784,22.5833,N/A,N/A,N/A,4,5,6,7,N/A,4 5,4 6,11,5 7
4 5 6 7 11 12,0.00123084,34.1667,N/A,N/A,N/A,4,5,6,7,N/A,4 5,4 6,11,12
4 5 6 7 10,0.0135674,21.2222,N/A,N/A,N/A,4,5,6,7,N/A,4 5,10,4 7,5 7
1 4 5 6 7 10 11,0.0086785,26.1389,N/A,N/A,N/A,4,5,6,7,1 7,4 5,10,11,1 11
4 5 6 7 10 12,0.00182958,32.4722,N/A,N/A,N/A,4,5,6,7,N/A,4 5,10,4 7,12
1 4 5 6 7 10 11 12,0.00135117,37.6667,N/A,N/A,N/A,4,5,6,7,1 7,4 5,10,11,12
1 4 5 6 7 9,0.0396487,14.8611,N/A,N/A,N/A,4,5,6,7,1 7,9,1 9,5 6,5 7
1 4 5 6 7 9 12,0.0054166,25.8889,N/A,N/A,N/A,4,5,6,7,1 7,9,1 9,5 6,12
4 5 6 7 9,0.0174897,19.7778,N/A,N/A,N/A,4,5,6,7,N/A,9,4 6,4 7,5 7
1 4 5 6 7 9 11,0.0115176,23.9722,N/A,N/A,N/A,4,5,6,7,1 7,9,4 6,11,1 11
4 5 6 7 9 12,0.00229179,31.2222,N/A,N/A,N/A,4,5,6,7,N/A,9,4 6,4 7,12
1 4 5 6 7 9 11 12,0.00180219,35.0556,N/A,N/A,N/A,4,5,6,7,1 7,9,4 6,11,12
4 5 6 7 10 11,0.00335315,31,N/A,N/A,N/A,4,5,6,7,N/A,4 5,10,11,5 7
4 5 6 7 10 11 12,0.000549729,42.6111,N/A,N/A,N/A,4,5,6,7,N/A,4 5,10,11,12
1 4 5 6 7 9 10,0.0158211,22.5,N/A,N/A,N/A,4,5,6,7,1 7,9,10,1 10,5 7
1 4 5 6 7 9 10 12,0.00263384,33.5556,N/A,N/A,N/A,4,5,6,7,1 7,9,10,1 10,12
4 5 6 7 9 11,0.00426129,29.7222,N/A,N/A,N/A,4,5,6,7,N/A,9,4 6,11,5 7
4 5 6 7 9 11 12,0.000681373,41.1111,N/A,N/A,N/A,4,5,6,7,N/A,9,4 6,11,12
4 5 6 7 9 10,0.00619665,28.2222,N/A,N/A,N/A,4,5,6,7,N/A,9,10,4 7,5 7
1 4 5 6 7 9 10 11,0.00526182,31.9167,N/A,N/A,N/A,4,5,6,7,1 7,9,10,11,1 11
4 5 6 7 9 10 12,0.00100817,39.4722,N/A,N/A,N/A,4,5,6,7,N/A,9,10,4 7,12
1 4 5 6 7 9 10 11 12,0.000973271,43.0278,N/A,N/A,N/A,4,5,6,7,1 7,9,10,11,12
4 5 6 8 9 10 11,0.00142361,39.5556,N/A,N/A,N/A,4,5,6,N/A,8,9,10,11,4 8
4 5 6 8 9 10 11 12,0.000268947,50.8333,N/A,N/A,N/A,4,5,6,N/A,8,9,10,11,12
1 4 5 6 7 8,0.0556784,12.7778,N/A,N/A,N/A,4,5,6,7,8,1 8,4 6,4 7,5 7
1 4 5 6 7 8 12,0.00736023,24.25,N/A,N/A,N/A,4,5,6,7,8,1 8,4 6,4 7,12
4 5 6 7 8,0.0286566,16.0278,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,5 6,4 8
1 4 5 6 7 8 11,0.0164544,21.9167,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,11,1 11
4 5 6 7 8 12,0.00363664,27.3611,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,5 6,12
1 4 5 6 7 8 11 12,0.00248823,33.25,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,11,12
1 4 5 6 7 8 10,0.0245823,19.5,N/A,N/A,N/A,4,5,6,7,8,4 5,10,1 10,5 7
1 4 5 6 7 8 10 12,0.00396101,30.6111,N/A,N/A,N/A,4,5,6,7,8,4 5,10,1 10,12
4 5 6 7 8 11,0.00701906,25.6667,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,11,5 7
4 5 6 7 8 11 12,0.00109612,37.0556,N/A,N/A,N/A,4,5,6,7,8,4 5,4 6,11,12
4 5 6 7 8 10,0.0105554,23.6389,N/A,N/A,N/A,4,5,6,7,8,4 5,10,5 6,4 8
1 4 5 6 7 8 10 11,0.00810635,28.7222,N/A,N/A,N/A,4,5,6,7,8,4 5,10,11,1 11
4 5 6 7 8 10 12,0.00164174,34.8611,N/A,N/A,N/A,4,5,6,7,8,4 5,10,5 6,12
1 4 5 6 7 8 10 11 12,0.00145303,40.0278,N/A,N/A,N/A,4,5,6,7,8,4 5,10,11,12
4 5 6 7 9 10 11,0.00181788,38.1111,N/A,N/A,N/A,4,5,6,7,N/A,9,10,11,5 7
4 5 6 7 9 10 11 12,0.000348514,49.3611,N/A,N/A,N/A,4,5,6,7,N/A,9,10,11,12
1 4 5 6 7 8 9,0.0308322,17.8889,N/A,N/A,N/A,4,5,6,7,8,9,1 9,5 6,4 8
1 4 5 6 7 8 9 12,0.00488281,29.1111,N/A,N/A,N/A,4,5,6,7,8,9,1 9,4 7,12
4 5 6 7 8 9,0.0134428,22.1667,N/A,N/A,N/A,4,5,6,7,8,9,4 6,5 6,4 8
1 4 5 6 7 8 9 11,0.0103876,26.75,N/A,N/A,N/A,4,5,6,7,8,9,4 6,11,1 11
4 5 6 7 8 9 12,0.00205702,33.3333,N/A,N/A,N/A,4,5,6,7,8,9,4 6,5 6,12
1 4 5 6 7 8 9 11 12,0.00186086,37.9444,N/A,N/A,N/A,4,5,6,7,8,9,1 9,11,12
4 5 6 7 8 10 11,0.00312065,33.1389,N/A,N/A,N/A,4,5,6,7,8,4 5,10,11,4 8
4 5 6 7 8 10 11 12,0.000577769,44.2778,N/A,N/A,N/A,4,5,6,7,8,4 5,10,11,12
1 4 5 6 7 8 9 10,0.0148006,24.8611,N/A,N/A,N/A,4,5,6,7,8,9,10,1 10,4 8
1 4 5 6 7 8 9 10 12,0.00276464,35.8611,N/A,N/A,N/A,4,5,6,7,8,9,10,1 10,12
4 5 6 7 8 9 11,0.00394138,31.5278,N/A,N/A,N/A,4,5,6,7,8,9,4 6,11,5 7
4 5 6 7 8 9 11 12,0.00071779,42.7778,N/A,N/A,N/A,4,5,6,7,8,9,4 6,11,12
4 5 6 7 8 9 10,0.0059071,29.3611,N/A,N/A,N/A,4,5,6,7,8,9,10,5 6,4 8
1 4 5 6 7 8 9 10 11,0.00558281,33.8056,N/A,N/A,N/A,4,5,6,7,8,9,10,11,1 11
4 5 6 7 8 9 10 12,0.00107093,40.5,N/A,N/A,N/A,4,5,6,7,8,9,10,5 6,12
1 4 5 6 7 8 9 10 11 12,0.00115362,44.9444,N/A,N/A,N/A,4,5,6,7,8,9,10,11,12
1 3,0.0925926,3.44444,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 3 12,0.00514403,15,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
3,0.0555556,2.83333,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 3 11,0.0133745,13.3333,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,11,1 11
3 12,0.00308642,14.4167,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
1 3 11 12,0.00098594,25.1667,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,11,12
1 3 10,0.0216049,11.7222,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,N/A
1 3 10 12,0.00180041,23.2222,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,12
3 11,0.00617284,13.1111,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A
3 11 12,0.000514403,24.6944,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12
3 10,0.00925926,11.8611,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A
1 3 10 11,0.00385802,22.0556,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,1 11
3 10 12,0.000771605,23.4167,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,12
1 3 10 11 12,0.000385802,33.8889,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,12
1 3 9,0.034465,9.91667,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,3 9
1 3 9 12,0.00261488,21.6944,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,12
3 9,0.0401235,10.3333,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,3 9
1 3 9 11,0.00703018,19.75,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,11,1 11
3 9 12,0.00180041,22.2222,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,12
