Position,Win Probability,Average Score,Was Reached?,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3 12 13,0.0157447,23.5046,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,13,N/A,3 12,3 13,N/A,N/A
1 3 11 12,0.0375687,18.8148,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,11,12,1 12,3 11,3 12,1 3 12,N/A,N/A
3 11 13,0.0207851,22.1759,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,13,3 11,N/A,3 13,N/A,N/A
3 11 12,0.0280511,20.5833,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12,N/A,3 11,3 12,N/A,N/A,N/A
1 3 11 12 13,0.0151776,29.7778,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,11,12,13,3 11,3 12,3 13,1 3 13,N/A
1 3 10,0.0904707,8.68056,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,N/A,3 10,1 3 10,N/A,N/A,N/A,N/A
3 10,0.0983796,10.338,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,3 10,N/A,N/A,N/A,N/A,N/A
1 3 10 13,0.0283002,19.6667,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,N/A,13,1 13,N/A,3 13,1 3 13,N/A
1 3 10 12,0.0516252,16.1343,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,12,3 10,1 3 10,3 12,1 3 12,N/A,N/A
3 10 13,0.0167342,22.4167,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,13,N/A,N/A,3 13,N/A,N/A
3 10 12,0.0344811,19.3611,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,12,3 10,N/A,3 12,N/A,N/A,N/A
1 3 10 12 13,0.019366,26.8333,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,1 10,12,13,1 13,3 12,3 13,1 3 13,N/A
3 11 12 13,0.0106319,30.4583,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12,13,3 11,3 12,3 13,N/A,N/A
1 3 10 11,0.0603781,15.5926,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,1 11,3 10,3 11,1 3 11,N/A,N/A,N/A
3 10 11,0.0421007,18.0231,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,11,N/A,3 10,3 11,N/A,N/A,N/A,N/A
1 3 10 11 13,0.0212696,25.8704,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,1 11,13,3 11,1 3 11,3 13,1 3 13,N/A
3 10 12 13,0.00922532,30.9954,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,12,13,N/A,3 12,3 13,N/A,N/A
1 3 10 11 12,0.0297257,24.5741,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,12,3 10,3 11,3 12,1 3 12,N/A,N/A
3 10 11 13,0.0113812,29.625,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,11,N/A,13,3 11,N/A,3 13,N/A,N/A
3 10 11 12,0.0190088,25.9676,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,11,12,3 10,3 11,3 12,N/A,N/A,N/A
1 3 10 11 12 13,0.0128389,34.9444,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,10,11,12,13,3 11,3 12,3 13,1 3 13,N/A
1 3 9,0.121063,7.58796,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,3 9,1 3 9,N/A,N/A,N/A,N/A,N/A
3 9,0.116812,9.43056,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,3 9,N/A,N/A,N/A,N/A,N/A,N/A
1 3 9 13,0.0420599,17.3009,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,3 9,13,1 13,N/A,3 13,1 3 13,N/A
1 3 9 12,0.0464208,16.6389,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,12,1 12,N/A,3 12,1 3 12,N/A,N/A
3 9 13,0.0292478,20.0231,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,3 9,13,N/A,N/A,3 13,N/A,N/A
3 9 12,0.0244848,20.0602,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,12,N/A,N/A,3 12,N/A,N/A,N/A
1 3 9 12 13,0.0194072,26.3843,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,N/A,12,13,1 13,3 12,3 13,1 3 13,N/A
1 3 9 11,0.0752357,13.3241,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,11,3 9,1 3 9,3 11,1 3 11,N/A,N/A,N/A
3 9 11,0.0454122,17.1019,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,11,3 9,N/A,3 11,N/A,N/A,N/A,N/A
1 3 9 11 13,0.030146,22.6806,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,11,3 9,13,1 13,1 3 11,3 13,1 3 13,N/A
3 9 12 13,0.00941022,30.3611,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,12,13,N/A,3 12,3 13,N/A,N/A
1 3 9 11 12,0.0346347,21.7176,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,11,12,1 12,3 11,3 12,1 3 12,N/A,N/A
3 9 11 13,0.0156956,26.9352,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,11,3 9,13,3 11,N/A,3 13,N/A,N/A
3 9 11 12,0.0148099,27.2546,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,11,12,N/A,3 11,3 12,N/A,N/A,N/A
1 3 9 11 12 13,0.0157447,31.5185,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,1 9,11,12,13,3 11,3 12,3 13,1 3 13,N/A
3 10 11 12 13,0.00697648,36.5741,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,10,11,12,13,3 11,3 12,3 13,N/A,N/A
1 3 9 10,0.0797807,12.9769,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,1 10,3 9,3 10,1 3 10,N/A,N/A,N/A,N/A
3 9 10,0.0518422,15.8796,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,N/A,3 9,3 10,N/A,N/A,N/A,N/A,N/A
1 3 9 10 13,0.0308224,22.7407,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,1 10,3 9,13,1 13,N/A,3 13,1 3 13,N/A
1 3 9 10 12,0.034716,21.125,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,1 10,12,3 10,1 3 10,3 12,1 3 12,N/A,N/A
3 9 10 13,0.014289,27.375,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,N/A,3 9,13,N/A,N/A,3 13,N/A,N/A
3 9 10 12,0.0170426,25.8889,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,N/A,12,3 10,N/A,3 12,N/A,N/A,N/A
1 3 9 10 12 13,0.0158715,30.8426,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,1 10,12,13,1 13,3 12,3 13,1 3 13,N/A
3 9 11 12 13,0.00689383,36.1991,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,N/A,11,12,13,3 11,3 12,3 13,N/A,N/A
1 3 9 10 11,0.0435041,19.9537,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,11,1 11,3 10,3 11,1 3 11,N/A,N/A,N/A
3 9 10 11,0.0255192,22.3889,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,11,3 9,3 10,3 11,N/A,N/A,N/A,N/A
1 3 9 10 11 13,0.0198166,29.1759,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,11,3 9,13,1 13,1 3 11,3 13,1 3 13,N/A
3 9 10 12 13,0.00624264,36.8935,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,N/A,12,13,N/A,3 12,3 13,N/A,N/A
1 3 9 10 11 12,0.0229126,28.2917,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,11,12,3 10,3 11,3 12,1 3 12,N/A,N/A
3 9 10 11 13,0.00950831,32.787,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,11,3 9,13,3 11,N/A,3 13,N/A,N/A
3 9 10 11 12,0.0113354,31.2269,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,11,12,3 10,3 11,3 12,N/A,N/A,N/A
1 3 9 10 11 12 13,0.0117881,37.8194,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,9,10,11,12,13,1 13,3 12,3 13,1 3 13,N/A
1 3 8,0.140496,6.98611,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,3 8,1 3 8,N/A,N/A,N/A,N/A,N/A,N/A
3 8,0.1259,8.73148,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,3 8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 3 8 13,0.0552796,15.2778,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,3 8,1 3 8,13,1 13,N/A,3 13,1 3 13,N/A
1 3 8 12,0.0617668,14.5602,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,3 8,12,1 12,N/A,3 12,1 3 12,N/A,N/A
3 8 13,0.0299694,19.3472,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,3 8,N/A,13,N/A,N/A,3 13,N/A,N/A
3 8 12,0.0382498,17.8009,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,3 8,12,N/A,N/A,3 12,N/A,N/A,N/A
1 3 8 12 13,0.026051,23.7593,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,3 8,12,13,1 13,3 12,3 13,1 3 13,N/A
1 3 8 11,0.0606505,14.4954,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,11,1 11,N/A,3 11,1 3 11,N/A,N/A,N/A
3 8 11,0.0294657,18.1111,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,11,N/A,N/A,3 11,N/A,N/A,N/A,N/A
1 3 8 11 13,0.0271393,22.7685,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,11,1 11,13,3 11,1 3 11,3 13,1 3 13,N/A
3 8 12 13,0.013062,27.6481,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,3 8,12,13,N/A,3 12,3 13,N/A,N/A
1 3 8 11 12,0.0314036,21.8333,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,11,12,1 12,3 11,3 12,1 3 12,N/A,N/A
3 8 11 13,0.0106524,28.338,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,11,N/A,13,3 11,N/A,3 13,N/A,N/A
3 8 11 12,0.013646,26.6111,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,11,12,N/A,3 11,3 12,N/A,N/A,N/A
1 3 8 11 12 13,0.0151075,31.3889,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,N/A,11,12,13,3 11,3 12,3 13,1 3 13,N/A
1 3 8 10,0.0907591,11.1528,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,3 8,1 3 8,3 10,1 3 10,N/A,N/A,N/A,8 10
3 8 10,0.0505348,15.2037,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,3 8,N/A,3 10,N/A,N/A,N/A,N/A,8 10
1 3 8 10 13,0.0347913,20.6806,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,3 8,1 3 8,13,1 13,N/A,3 13,1 3 13,8 10
1 3 8 10 12,0.0449073,18.2778,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,3 8,12,1 12,1 3 10,3 12,1 3 12,N/A,8 10
3 8 10 13,0.0142979,26.7037,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,3 8,N/A,13,N/A,N/A,3 13,N/A,8 10
3 8 10 12,0.0213903,23.1574,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,3 8,12,3 10,N/A,3 12,N/A,N/A,8 10
1 3 8 10 12 13,0.0206614,27.1759,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,3 8,12,13,1 13,3 12,3 13,1 3 13,8 10
3 8 11 12 13,0.00625968,35.7269,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,N/A,11,12,13,3 11,3 12,3 13,N/A,N/A
1 3 8 10 11,0.0468405,17.9491,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,11,1 11,3 10,3 11,1 3 11,N/A,N/A,8 10
3 8 10 11,0.01884,23.8935,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,11,N/A,3 10,3 11,N/A,N/A,N/A,8 10
1 3 8 10 11 13,0.0204016,26.6389,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,11,1 11,13,3 11,1 3 11,3 13,1 3 13,8 10
3 8 10 12 13,0.00804266,33.7269,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,3 8,12,13,N/A,3 12,3 13,N/A,8 10
1 3 8 10 11 12,0.0260024,25.0926,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,11,12,3 10,3 11,3 12,1 3 12,N/A,8 10
3 8 10 11 13,0.00701131,34.7454,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,11,N/A,13,3 11,N/A,3 13,N/A,8 10
3 8 10 11 12,0.010516,30.6898,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,11,12,3 10,3 11,3 12,N/A,N/A,8 10
1 3 8 10 11 12 13,0.0134283,33.963,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,1 8,10,11,12,13,3 11,3 12,3 13,1 3 13,8 10
3 9 10 11 12 13,0.0052696,40.9907,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,9,10,11,12,13,3 11,3 12,3 13,N/A,N/A
1 3 8 9,0.0874831,11.0741,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,3 8,3 9,1 3 9,N/A,N/A,N/A,8 9,1 8 9
3 8 9,0.0518815,14.1343,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,3 8,3 9,N/A,N/A,N/A,N/A,8 9,N/A
1 3 8 9 13,0.0385945,19.4259,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,3 8,3 9,13,1 13,N/A,3 13,1 3 13,1 8 9
1 3 8 9 12,0.0428945,18.4676,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,3 8,12,1 12,N/A,3 12,1 3 12,8 9,1 8 9
3 8 9 13,0.0178095,23.9537,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,3 8,3 9,13,N/A,N/A,3 13,8 9,N/A
3 8 9 12,0.0185552,24.1157,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,3 8,12,N/A,N/A,3 12,N/A,8 9,N/A
1 3 8 9 12 13,0.0208571,26.7222,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,3 8,12,13,1 13,3 12,3 13,8 9,1 8 9
1 3 8 9 11,0.0442773,17.3194,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,11,3 9,1 3 9,3 11,1 3 11,N/A,8 9,1 8 9
3 8 9 11,0.0206869,22.7778,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,11,3 9,N/A,3 11,N/A,N/A,8 9,N/A
1 3 8 9 11 13,0.0222609,25.537,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,11,3 9,13,1 13,1 3 11,3 13,8 9,1 8 9
3 8 9 12 13,0.00824111,33.0093,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,3 8,12,13,N/A,3 12,3 13,8 9,N/A
1 3 8 9 11 12,0.0253911,24.3333,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,11,12,1 12,3 11,3 12,1 3 12,8 9,1 8 9
3 8 9 11 13,0.00909961,31.412,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,11,3 9,13,3 11,N/A,3 13,8 9,N/A
3 8 9 11 12,0.00946362,32.0556,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,11,12,N/A,3 11,3 12,N/A,8 9,N/A
1 3 8 9 11 12 13,0.0138073,33.1065,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,1 9,11,12,13,3 11,3 12,3 13,8 9,1 8 9
3 8 10 11 12 13,0.00491711,40.4722,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,N/A,10,11,12,13,3 11,3 12,3 13,N/A,8 10
1 3 8 9 10,0.0517467,16.5972,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,1 10,3 9,3 10,1 3 10,N/A,N/A,8 9,8 10
3 8 9 10,0.0298458,19.3519,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,3 8,3 9,3 10,N/A,N/A,N/A,8 9,8 10
1 3 8 9 10 13,0.0255156,25.1204,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,3 8,3 9,13,1 13,N/A,3 13,8 9,8 10
1 3 8 9 10 12,0.0293788,23.0972,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,3 8,12,1 12,1 3 10,3 12,1 3 12,8 9,8 10
3 8 9 10 13,0.0109013,29.6481,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,3 8,3 9,13,N/A,N/A,3 13,8 9,8 10
3 8 9 10 12,0.0134533,28.088,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,3 8,12,3 10,N/A,3 12,N/A,8 9,8 10
1 3 8 9 10 12 13,0.016108,31.7083,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,3 8,12,13,1 13,3 12,3 13,8 9,8 10
3 8 9 11 12 13,0.00517378,39.9537,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,N/A,11,12,13,3 11,3 12,3 13,8 9,N/A
1 3 8 9 10 11,0.031521,22.5694,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,11,1 11,3 10,3 11,1 3 11,N/A,8 9,8 10
3 8 9 10 11,0.0150492,26.4259,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,11,3 9,3 10,3 11,N/A,N/A,8 9,8 10
1 3 8 9 10 11 13,0.0170027,30.625,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,11,3 9,13,1 13,1 3 11,3 13,8 9,8 10
3 8 9 10 12 13,0.006175,37.6343,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,3 8,12,13,N/A,3 12,3 13,8 9,8 10
1 3 8 9 10 11 12,0.0197639,29.4537,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,11,12,1 12,3 11,3 12,1 3 12,8 9,8 10
3 8 9 10 11 13,0.00687627,35.8426,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,11,3 9,13,3 11,N/A,3 13,8 9,8 10
3 8 9 10 11 12,0.00842534,34.1157,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,8,9,10,11,12,3 10,3 11,3 12,N/A,8 9,8 10
1 3 8 9 10 11 12 13,0.0118758,37.6944,Yes,N/A,N/A,3,1 3,N/A,N/A,N/A,8,9,10,11,12,13,1 13,3 12,3 13,8 9,8 10
1 3 7,0.14877,6.72685,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,1 3 7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3 7,0.125643,8.17593,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 3 7 13,0.0546812,15.2824,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,1 3 7,N/A,13,1 13,N/A,3 13,1 3 13,N/A
1 3 7 12,0.0732021,13.0278,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,1 3 7,12,1 12,N/A,3 12,1 3 12,N/A,N/A
3 7 13,0.0283511,18.9213,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,N/A,N/A,13,N/A,N/A,3 13,N/A,N/A
3 7 12,0.0355885,17.4167,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,N/A,12,N/A,N/A,3 12,N/A,N/A,N/A
1 3 7 12 13,0.0280852,22.0833,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,1 3 7,12,13,1 13,3 12,3 13,1 3 13,N/A
1 3 7 11,0.0727693,12.7778,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,11,1 11,N/A,3 11,1 3 11,N/A,N/A,7 11
3 7 11,0.0411791,16.0231,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,11,N/A,N/A,3 11,N/A,N/A,N/A,7 11
1 3 7 11 13,0.0319705,20.5463,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,11,1 11,13,1 13,1 3 11,3 13,1 3 13,7 11
3 7 12 13,0.0117413,27.3519,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,N/A,12,13,N/A,3 12,3 13,N/A,N/A
1 3 7 11 12,0.0379323,19.6759,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,11,12,1 12,3 11,3 12,1 3 12,N/A,7 11
3 7 11 13,0.013738,25.8981,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,11,N/A,13,3 11,N/A,3 13,N/A,7 11
3 7 11 12,0.0171661,24.2315,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,11,12,N/A,3 11,3 12,N/A,N/A,7 11
1 3 7 11 12 13,0.0175979,28.8611,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,3 7,11,12,13,1 13,3 12,3 13,1 3 13,7 11
1 3 7 10,0.0664464,12.5556,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,1 10,N/A,3 10,1 3 10,N/A,N/A,7 10,1 7 10
3 7 10,0.0294978,16.1667,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,N/A,N/A,3 10,N/A,N/A,N/A,7 10,N/A
1 3 7 10 13,0.0246772,22.8935,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,1 10,N/A,13,1 13,N/A,3 13,1 3 13,1 7 10
1 3 7 10 12,0.0373722,18.5556,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,1 10,12,3 10,1 3 10,3 12,1 3 12,7 10,1 7 10
3 7 10 13,0.00887614,27.8796,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,N/A,N/A,13,N/A,N/A,3 13,7 10,N/A
3 7 10 12,0.0139675,24.6667,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,N/A,12,3 10,N/A,3 12,N/A,7 10,N/A
1 3 7 10 12 13,0.0167198,28.1528,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,1 10,12,13,1 13,3 12,3 13,7 10,1 7 10
3 7 11 12 13,0.00740399,33.0324,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,3 7,11,12,13,3 11,3 12,3 13,N/A,7 11
1 3 7 10 11,0.0399649,18.1111,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,11,1 11,3 10,3 11,1 3 11,N/A,7 10,7 11
3 7 10 11,0.017554,23.1991,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,11,N/A,3 10,3 11,N/A,N/A,7 10,7 11
1 3 7 10 11 13,0.0176404,27.4444,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,11,1 11,13,3 11,1 3 11,3 13,7 10,7 11
3 7 10 12 13,0.00534367,35.7222,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,N/A,12,13,N/A,3 12,3 13,7 10,N/A
1 3 7 10 11 12,0.0237965,25.2963,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,11,12,3 10,3 11,3 12,1 3 12,7 10,7 11
3 7 10 11 13,0.00655652,34.0602,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,11,N/A,13,3 11,N/A,3 13,7 10,7 11
3 7 10 11 12,0.00966199,30.2083,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,N/A,10,11,12,3 10,3 11,3 12,N/A,7 10,7 11
1 3 7 10 11 12 13,0.0121859,34.7037,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,N/A,10,11,12,13,3 11,3 12,3 13,7 10,7 11
1 3 7 9,0.0901935,9.31481,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,9,3 7,1 3 7,3 9,1 3 9,N/A,N/A,7 9,1 7 9,N/A
3 7 9,0.0454908,13.5278,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,9,3 7,N/A,3 9,N/A,N/A,N/A,7 9,N/A,N/A
1 3 7 9 13,0.0384684,18.0324,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,9,3 7,1 3 7,3 9,13,1 13,N/A,3 13,1 3 13,N/A
1 3 7 9 12,0.0442804,17.1759,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,9,3 7,1 3 7,12,1 12,N/A,3 12,1 3 12,1 7 9,N/A
3 7 9 13,0.015376,23.8889,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,9,3 7,N/A,3 9,13,N/A,N/A,3 13,N/A,N/A
3 7 9 12,0.0178351,23.5093,Yes,N/A,N/A,3,N/A,N/A,N/A,7,N/A,9,3 7,N/A,12,N/A,N/A,3 12,7 9,N/A,N/A
1 3 7 9 12 13,0.0210247,25.4444,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,9,3 7,1 3 7,12,13,1 13,3 12,3 13,1 7 9,N/A
1 3 7 9 11,0.0545006,14.2917,Yes,N/A,N/A,3,1 3,N/A,N/A,7,1 7,9,3 7,11,1 11,1 3 9,3 11,1 3 11,7 9,1 7 9,7 11
